ensembl_gene_id,gene_name,chromosome,gene_type,go_ids,go_terms,ribosomal_evidence,ensembl_dataset,go_obo_source,filter_note
ENSG00000129824,RPS4Y1,Y,,GO:0003723;GO:0003735;GO:0005634;GO:0005654;GO:0005829;GO:0005840;GO:0006412;GO:0016020;GO:0019843;GO:0022627;GO:1990904,RNA binding;cytosol;cytosolic small ribosomal subunit;membrane;nucleoplasm;nucleus;rRNA binding;ribonucleoprotein complex;ribosome;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000130255,RPL36,19,,GO:0002181;GO:0003723;GO:0003735;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0022625;GO:0022626;GO:0045202;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;membrane;negative regulation of myoblast fusion;nucleolus;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000131469,RPL27,17,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005791;GO:0005829;GO:0005840;GO:0005925;GO:0006364;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0022625;GO:0022626;GO:0045202;GO:0070062;GO:0098556;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic side of rough endoplasmic reticulum membrane;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;focal adhesion;membrane;negative regulation of myoblast fusion;nucleolus;nucleoplasm;nucleus;protein binding;rRNA processing;ribonucleoprotein complex;ribosome;rough endoplasmic reticulum;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000134419,RPS15A,16,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0008284;GO:0009615;GO:0016020;GO:0022626;GO:0022627;GO:0032040;GO:0042274;GO:0045787;GO:0070062;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;extracellular exosome;membrane;nucleolus;nucleoplasm;positive regulation of cell cycle;positive regulation of cell population proliferation;protein binding;response to virus;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000136149,RPL13AP25,13,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000136643,RPS6KC1,1,,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005764;GO:0005768;GO:0005769;GO:0007165;GO:0008289;GO:0016020;GO:0016301;GO:0016740;GO:0035091;GO:0043226;GO:0106310,ATP binding;cytoplasm;early endosome;endosome;kinase activity;lipid binding;lysosome;membrane;nucleotide binding;organelle;phosphatidylinositol binding;protein binding;protein kinase activity;protein serine kinase activity;protein serine/threonine kinase activity;signal transduction;transferase activity,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000136942,RPL35,9,,GO:0000463;GO:0002181;GO:0003723;GO:0003729;GO:0003735;GO:0005515;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0015934;GO:0016020;GO:0022625;GO:0022626;GO:1901740;GO:1990904,"RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;large ribosomal subunit;mRNA binding;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);membrane;negative regulation of myoblast fusion;nucleolus;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000137154,RPS6,9,,GO:0000028;GO:0002181;GO:0003723;GO:0003729;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0008284;GO:0015935;GO:0016020;GO:0019901;GO:0022626;GO:0022627;GO:0030425;GO:0031929;GO:0032040;GO:0032868;GO:0036464;GO:0042274;GO:0042593;GO:0043065;GO:0044297;GO:0071361;GO:0098793;GO:0098982;GO:1903347;GO:1990904,GABA-ergic synapse;RNA binding;TOR signaling;cell body;cellular response to ethanol;cytoplasm;cytoplasmic ribonucleoprotein granule;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;dendrite;endoplasmic reticulum;glucose homeostasis;mRNA binding;membrane;negative regulation of bicellular tight junction assembly;nucleolus;nucleoplasm;nucleus;positive regulation of apoptotic process;positive regulation of cell population proliferation;presynapse;protein binding;protein kinase binding;rRNA processing;response to insulin;ribonucleoprotein complex;ribosomal small subunit assembly;ribosomal small subunit biogenesis;ribosome;small ribosomal subunit;small-subunit processome;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000138326,RPS24,10,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0015935;GO:0016020;GO:0022626;GO:0022627;GO:0031369;GO:0032040;GO:0034101;GO:0042274;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endoplasmic reticulum;erythrocyte homeostasis;membrane;nucleolus;nucleoplasm;nucleus;protein binding;rRNA processing;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small ribosomal subunit;small-subunit processome;structural constituent of ribosome;translation;translation initiation factor binding,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000140986,RPL3L,16,,GO:0002181;GO:0003723;GO:0003735;GO:0005737;GO:0005840;GO:0006412;GO:0006941;GO:0010832;GO:0016020;GO:0016202;GO:0022625;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosolic large ribosomal subunit;membrane;negative regulation of myoblast fusion;negative regulation of myotube differentiation;regulation of striated muscle tissue development;ribonucleoprotein complex;ribosome;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000142534,RPS11,19,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0016020;GO:0019843;GO:0022626;GO:0022627;GO:0032040;GO:0042274;GO:0045202;GO:0070062;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;extracellular exosome;focal adhesion;membrane;nucleolus;nucleoplasm;protein binding;rRNA binding;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000142541,RPL13A,19,,GO:0002181;GO:0003723;GO:0003729;GO:0003735;GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006417;GO:0006941;GO:0007283;GO:0015934;GO:0016020;GO:0017148;GO:0022625;GO:0022626;GO:0032496;GO:0042592;GO:0045202;GO:0048246;GO:0060425;GO:0071346;GO:0097452;GO:1901194;GO:1901740;GO:1990904,GAIT complex;RNA binding;cellular response to type II interferon;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;focal adhesion;homeostatic process;large ribosomal subunit;lung morphogenesis;mRNA binding;macrophage chemotaxis;membrane;negative regulation of formation of translation preinitiation complex;negative regulation of myoblast fusion;negative regulation of translation;nucleolus;nucleus;regulation of translation;response to lipopolysaccharide;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000142676,RPL11,1,,GO:0000027;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006364;GO:0006412;GO:0006605;GO:0006941;GO:0007283;GO:0008097;GO:0016020;GO:0019843;GO:0022625;GO:0022626;GO:0031625;GO:0032435;GO:0032991;GO:0034504;GO:0042273;GO:0070062;GO:1901740;GO:1901796;GO:1901798;GO:1990904;GO:1990948;GO:2000059,5S rRNA binding;RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;membrane;negative regulation of myoblast fusion;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;negative regulation of ubiquitin-dependent protein catabolic process;nucleolus;nucleoplasm;positive regulation of signal transduction by p53 class mediator;protein binding;protein localization to nucleus;protein targeting;protein-containing complex;rRNA binding;rRNA processing;regulation of signal transduction by p53 class mediator;ribonucleoprotein complex;ribosomal large subunit assembly;ribosomal large subunit biogenesis;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation;ubiquitin ligase inhibitor activity;ubiquitin protein ligase binding,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000142937,RPS8,1,,GO:0000462;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0016020;GO:0022626;GO:0022627;GO:0032040;GO:0042274;GO:0070062;GO:1990904,"RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endoplasmic reticulum;extracellular exosome;focal adhesion;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);membrane;nucleolus;nucleoplasm;nucleus;protein binding;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;translation",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000143947,RPS27A,2,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005615;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005741;GO:0005783;GO:0005789;GO:0005829;GO:0005840;GO:0005886;GO:0006412;GO:0008270;GO:0010008;GO:0015935;GO:0016020;GO:0016567;GO:0019941;GO:0022626;GO:0022627;GO:0030666;GO:0031386;GO:0031982;GO:0032040;GO:0042274;GO:0045202;GO:0046872;GO:0070062;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endocytic vesicle membrane;endoplasmic reticulum;endoplasmic reticulum membrane;endosome membrane;extracellular exosome;extracellular space;membrane;metal ion binding;mitochondrial outer membrane;modification-dependent protein catabolic process;nucleolus;nucleoplasm;nucleus;plasma membrane;protein binding;protein tag activity;protein ubiquitination;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small ribosomal subunit;small-subunit processome;structural constituent of ribosome;synapse;translation;vesicle;zinc ion binding,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000144713,RPL32,3,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0016020;GO:0022625;GO:0022626;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;membrane;negative regulation of myoblast fusion;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000145425,RPS3A,4,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006413;GO:0022626;GO:0022627;GO:0030154;GO:0032040;GO:0042274;GO:0043066;GO:0048027;GO:0070062;GO:1990904,RNA binding;cell differentiation;cytoplasm;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endoplasmic reticulum;extracellular exosome;focal adhesion;mRNA 5'-UTR binding;negative regulation of apoptotic process;nucleolus;nucleoplasm;nucleus;protein binding;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small-subunit processome;structural constituent of ribosome;translation;translational initiation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000145592,RPL37,5,,GO:0002181;GO:0003723;GO:0003735;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0008270;GO:0019843;GO:0022625;GO:0022626;GO:0045202;GO:0046872;GO:0097371;GO:1901740;GO:1901798;GO:1990904;GO:1990948,MDM2/MDM4 family protein binding;RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;metal ion binding;negative regulation of myoblast fusion;positive regulation of signal transduction by p53 class mediator;rRNA binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation;ubiquitin ligase inhibitor activity;zinc ion binding,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000146223,RPL7L1,6,,GO:0000463;GO:0001825;GO:0003723;GO:0003735;GO:0005515;GO:0005730;GO:0005739;GO:0005840;GO:0022625;GO:1990904,"RNA binding;blastocyst formation;cytosolic large ribosomal subunit;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);mitochondrion;nucleolus;protein binding;ribonucleoprotein complex;ribosome;structural constituent of ribosome",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000146677,RPL32P18,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000147403,RPL10,X,,GO:0000122;GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005737;GO:0005783;GO:0005790;GO:0005829;GO:0005840;GO:0006412;GO:0006417;GO:0006941;GO:0016020;GO:0022625;GO:0022626;GO:0032991;GO:0035556;GO:0045182;GO:1901740;GO:1990403;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;embryonic brain development;endoplasmic reticulum;intracellular signal transduction;membrane;negative regulation of myoblast fusion;negative regulation of transcription by RNA polymerase II;nucleus;protein binding;protein-containing complex;regulation of translation;ribonucleoprotein complex;ribosome;smooth endoplasmic reticulum;striated muscle contraction;structural constituent of ribosome;translation;translation regulator activity,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000147604,RPL7,8,,GO:0000463;GO:0002181;GO:0003677;GO:0003723;GO:0003729;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006364;GO:0006412;GO:0006941;GO:0007283;GO:0014069;GO:0016020;GO:0022625;GO:0022626;GO:0042273;GO:0042802;GO:1901740;GO:1990904,"DNA binding;RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;focal adhesion;identical protein binding;mRNA binding;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);membrane;negative regulation of myoblast fusion;nucleolus;nucleus;postsynaptic density;protein binding;rRNA processing;ribonucleoprotein complex;ribosomal large subunit biogenesis;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation",gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
